"satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","division","salary","left"
0.49,0.79,5,177,2,0,0,"support","low",0
0.8,0.74,5,229,3,1,0,"technical","low",0
1,0.84,3,227,3,0,0,"IT","low",0
0.92,0.64,2,104,7,0,0,"product_mng","low",0
0.77,0.88,2,169,3,0,0,"technical","medium",0
0.57,0.86,3,258,2,0,0,"sales","low",0
0.59,0.61,4,141,2,1,0,"hr","medium",0
0.99,0.73,5,197,4,1,0,"technical","low",0
0.34,0.59,2,164,2,0,0,"sales","low",0
0.9,0.49,3,259,6,0,0,"IT","medium",0
0.21,0.71,4,270,2,0,0,"sales","high",0
0.78,0.72,5,270,3,1,0,"technical","low",0
0.68,0.56,3,146,3,0,0,"technical","low",0
0.85,0.59,2,264,2,0,0,"support","low",0
0.62,0.49,3,158,2,0,0,"sales","low",0
0.37,0.88,4,155,3,0,0,"sales","medium",0
0.57,0.88,3,176,3,0,0,"support","low",0
0.66,0.36,3,256,6,0,0,"support","medium",0
0.15,0.51,6,248,5,0,0,"support","low",0
0.59,0.82,2,233,2,0,0,"IT","medium",0
0.8,0.75,4,224,3,0,1,"sales","medium",0
0.71,0.97,5,208,8,1,0,"management","medium",0
0.84,0.95,5,199,3,0,0,"accounting","high",0
0.78,0.54,4,102,3,0,0,"sales","low",0
0.66,0.68,3,202,3,0,0,"technical","low",0
0.71,0.62,3,222,3,0,0,"RandD","medium",0
0.53,0.5,3,231,3,0,0,"sales","low",0
0.94,0.96,4,270,3,1,0,"technical","low",0
0.24,0.65,3,143,4,0,0,"support","medium",0
0.6,0.91,4,236,3,0,0,"technical","low",0
0.45,0.5,5,99,4,1,0,"accounting","low",0
0.98,0.79,5,257,4,0,0,"technical","medium",0
0.92,0.79,5,243,3,1,0,"support","high",0
0.47,0.56,4,165,3,0,0,"sales","medium",0
0.96,0.59,3,158,3,1,0,"accounting","high",0
0.75,1,3,102,3,0,0,"accounting","medium",0
0.17,0.36,6,191,2,0,0,"product_mng","medium",0
0.39,0.68,2,137,3,1,0,"sales","low",0
0.78,0.9,4,238,2,0,0,"support","low",0
0.91,0.88,5,123,5,0,0,"IT","low",0
0.92,0.66,3,230,3,0,0,"technical","high",0
0.72,0.48,3,155,2,0,0,"technical","medium",0
0.79,0.83,3,126,10,1,0,"support","low",0
0.18,0.59,4,132,3,0,0,"RandD","low",0
0.51,0.59,3,238,3,0,0,"support","high",0
0.81,0.96,3,226,3,0,0,"sales","low",0
0.4,0.65,4,252,6,0,0,"accounting","medium",0
0.21,0.65,5,223,3,1,0,"sales","low",0
0.63,0.78,4,160,2,0,0,"product_mng","high",0
0.5,0.82,3,213,3,0,0,"sales","high",0
0.74,0.67,3,273,3,1,0,"hr","low",0
0.63,0.65,3,162,2,0,0,"technical","low",0
0.82,0.59,5,170,3,0,0,"product_mng","low",0
0.75,0.92,3,211,3,0,0,"sales","medium",0
0.23,0.8,5,139,3,0,0,"support","medium",0
0.74,0.95,5,266,10,0,1,"management","high",0
0.91,0.94,5,159,3,0,0,"technical","low",0
0.53,0.47,6,106,6,0,0,"management","high",0
0.49,0.63,3,175,2,0,0,"accounting","low",0
0.55,0.68,3,178,3,1,0,"technical","high",0
0.64,0.53,3,216,3,0,0,"accounting","high",0
0.12,0.78,6,260,5,0,0,"management","medium",0
0.83,0.58,4,225,3,0,0,"technical","low",0
0.59,0.84,4,251,4,1,1,"management","low",0
0.62,0.92,5,149,3,0,0,"IT","low",0
0.67,0.49,5,161,2,0,0,"sales","medium",0
0.87,0.97,4,243,3,0,0,"IT","high",0
0.66,0.82,4,257,3,1,0,"sales","medium",0
0.15,0.53,4,205,5,1,0,"sales","low",0
0.16,0.7,5,257,4,0,0,"sales","medium",0
0.52,0.85,4,193,3,0,0,"sales","medium",0
0.73,0.49,4,200,2,1,0,"technical","low",0
0.95,0.77,5,199,10,1,0,"sales","medium",0
0.9,0.88,5,256,4,0,0,"support","medium",0
0.82,0.63,5,177,3,0,0,"IT","low",0
0.56,0.66,4,264,3,0,0,"sales","low",0
0.9,0.49,3,237,2,0,0,"technical","medium",0
0.89,0.7,3,256,4,0,0,"support","medium",0
0.17,0.55,4,194,3,0,0,"product_mng","low",0
0.66,0.59,4,179,3,0,0,"technical","low",0
0.92,1,4,261,4,0,0,"sales","medium",0
0.57,0.58,3,251,3,0,0,"technical","medium",0
0.52,0.38,2,103,3,0,0,"support","medium",0
0.96,0.68,4,137,2,0,1,"sales","medium",0
0.79,0.77,4,171,2,0,0,"RandD","low",0
0.59,0.43,3,173,3,0,0,"technical","low",0
0.53,0.49,3,191,3,0,0,"support","high",0
0.37,0.72,3,183,2,0,0,"sales","low",0
0.85,0.55,3,226,4,0,0,"IT","low",0
0.32,0.4,2,132,3,0,0,"technical","low",0
0.55,0.97,3,222,2,0,0,"management","medium",0
0.57,0.75,4,249,10,0,0,"product_mng","medium",0
0.53,0.8,4,204,3,0,0,"IT","medium",0
0.78,0.91,5,150,4,0,0,"support","low",0
0.33,0.59,3,243,2,0,0,"technical","medium",0
0.65,0.98,3,136,3,0,0,"support","low",0
0.8,0.98,2,232,6,1,0,"sales","low",0
0.91,0.58,3,172,3,0,0,"hr","low",0
0.59,0.66,3,166,3,1,0,"management","low",0
0.66,0.76,3,170,3,0,0,"technical","low",0
0.52,0.54,5,239,3,0,0,"support","medium",0
0.7,0.95,4,231,3,0,0,"support","medium",0
0.56,0.59,4,164,3,0,1,"support","medium",0
0.73,0.86,4,196,4,1,0,"IT","low",0
0.83,0.71,3,243,2,1,0,"IT","low",0
0.71,0.59,4,143,2,0,0,"hr","medium",0
0.8,0.8,4,229,4,0,0,"sales","low",0
0.7,0.79,6,145,3,0,0,"accounting","medium",0
0.76,0.79,3,111,2,0,0,"sales","low",0
0.83,0.52,2,149,2,1,0,"sales","low",0
0.21,0.43,5,175,2,1,0,"sales","high",0
0.22,0.9,4,106,2,0,0,"sales","medium",0
0.5,0.61,4,135,3,0,0,"accounting","medium",0
0.66,0.56,4,141,4,0,0,"support","medium",0
0.62,0.65,3,249,3,0,0,"technical","low",0
0.53,0.73,4,227,3,0,0,"hr","medium",0
0.69,0.49,3,198,4,0,0,"technical","medium",0
0.59,0.48,3,197,3,0,0,"product_mng","medium",0
0.67,0.36,3,280,4,0,0,"support","low",0
0.83,0.8,4,158,4,0,0,"marketing","medium",0
0.18,0.95,6,248,3,0,0,"support","low",0
0.24,0.96,3,174,6,0,0,"support","low",0
0.5,0.68,3,245,4,0,0,"marketing","medium",0
0.75,0.61,4,272,2,0,0,"technical","low",0
0.87,0.9,3,174,2,0,0,"IT","low",0
0.63,0.6,4,258,3,0,0,"sales","medium",0
0.66,0.95,3,191,3,0,0,"technical","medium",0
0.96,0.83,4,132,6,0,0,"technical","high",0
0.95,0.77,5,139,2,0,0,"IT","medium",0
0.99,0.79,4,133,2,0,0,"sales","low",0
0.48,0.61,3,146,3,0,0,"marketing","medium",0
0.56,0.84,4,149,4,1,0,"IT","medium",0
0.75,0.78,2,251,6,0,0,"technical","medium",0
0.2,0.53,6,189,4,0,0,"marketing","medium",0
0.89,0.54,3,214,2,0,0,"product_mng","medium",0
0.14,0.57,6,275,5,0,0,"sales","low",0
0.47,0.71,2,241,4,0,0,"sales","low",0
0.54,0.57,3,257,2,0,0,"IT","medium",0
0.83,0.83,4,224,4,0,0,"support","medium",0
0.45,0.55,4,206,2,0,0,"sales","low",0
0.85,0.7,3,188,2,0,0,"support","low",0
0.77,0.61,4,223,3,0,0,"marketing","medium",0
0.52,0.8,5,209,2,0,0,"support","low",0
0.85,0.78,4,251,3,0,0,"sales","medium",0
0.56,0.58,5,266,3,0,0,"technical","low",0
0.81,0.98,3,141,3,0,0,"support","medium",0
0.55,0.76,4,257,3,0,0,"support","medium",0
0.9,0.68,3,135,3,0,0,"RandD","low",0
0.72,0.8,5,244,3,0,0,"IT","medium",0
0.67,0.68,4,171,3,0,0,"sales","low",0
0.49,0.59,4,265,3,0,0,"RandD","low",0
0.71,0.69,4,222,4,0,0,"sales","medium",0
0.13,0.72,4,154,4,0,0,"technical","medium",0
0.75,0.83,4,133,4,0,0,"hr","high",0
0.84,0.48,4,269,2,0,0,"IT","medium",0
0.51,0.76,4,140,3,0,0,"support","low",0
0.35,0.58,3,103,3,0,0,"hr","low",0
0.44,0.61,3,147,4,0,0,"RandD","low",0
0.94,0.71,4,151,2,1,0,"sales","low",0
0.96,0.86,2,163,3,0,0,"sales","low",0
0.59,0.57,4,197,2,0,0,"sales","medium",0
0.73,0.77,3,233,3,0,0,"sales","medium",0
0.65,0.61,5,167,8,0,0,"sales","low",0
0.6,0.95,4,164,4,0,0,"sales","medium",0
0.99,0.56,6,128,4,0,0,"technical","medium",0
0.22,0.62,3,180,3,0,0,"support","low",0
0.2,0.69,6,236,4,0,0,"technical","low",0
0.53,0.5,5,159,2,0,0,"IT","medium",0
0.84,0.5,5,195,3,0,0,"technical","low",0
0.51,0.64,3,267,2,0,0,"sales","low",0
0.74,0.81,5,281,3,1,0,"support","low",0
0.84,0.59,3,234,3,1,0,"sales","medium",0
0.68,0.96,4,255,3,0,0,"IT","medium",0
0.85,0.6,4,255,4,0,0,"hr","low",0
0.81,0.84,4,173,4,0,0,"sales","medium",0
0.86,0.94,3,212,3,0,0,"sales","medium",0
0.66,0.98,4,225,2,1,0,"hr","medium",0
0.68,0.71,5,135,4,1,0,"marketing","medium",0
0.7,0.9,4,216,3,0,0,"support","low",0
1,0.49,3,185,2,0,0,"sales","low",0
0.71,0.96,5,135,4,1,0,"marketing","low",0
0.74,0.99,4,156,3,0,0,"product_mng","medium",0
0.56,0.68,3,149,2,0,0,"management","medium",0
0.5,0.89,5,222,3,0,0,"sales","low",0
0.46,0.49,5,286,5,0,0,"product_mng","low",0
0.67,0.6,4,209,2,0,0,"technical","low",0
0.82,0.49,4,276,4,0,0,"support","low",0
0.58,0.6,4,222,3,0,0,"technical","medium",0
0.86,0.92,3,260,2,0,0,"sales","low",0
0.5,0.62,4,166,3,1,0,"support","low",0
0.23,0.77,5,272,2,0,0,"sales","low",0
0.51,0.76,4,140,3,0,0,"support","low",0
0.91,0.6,5,150,3,0,0,"product_mng","medium",0
0.72,0.8,3,222,3,0,0,"IT","medium",0
0.82,0.68,2,285,2,0,0,"support","medium",0
0.56,0.7,4,135,2,0,0,"sales","low",0
0.93,0.96,3,268,4,0,0,"technical","low",0
0.72,0.98,5,197,4,0,0,"technical","low",0
0.24,0.6,2,194,6,0,0,"IT","medium",0
0.12,0.9,3,200,3,0,0,"support","low",0
0.91,0.85,4,203,2,0,0,"sales","low",0
0.72,0.51,3,235,2,0,0,"sales","low",0
0.78,0.69,5,256,3,0,0,"RandD","low",0
0.32,0.47,3,143,4,0,0,"IT","medium",0
0.74,0.81,4,150,2,0,0,"accounting","medium",0
0.83,0.85,4,201,2,1,0,"support","low",0
0.24,0.53,6,165,5,0,0,"hr","low",0
0.82,0.56,2,227,5,1,0,"management","high",0
0.21,0.4,3,262,3,0,0,"support","low",0
0.8,0.91,3,202,2,0,0,"sales","medium",0
0.78,0.54,5,257,3,0,0,"sales","high",0
0.69,0.75,5,201,3,0,0,"accounting","low",0
0.74,0.77,4,206,3,0,0,"sales","low",0
0.83,0.77,3,171,3,0,0,"sales","low",0
0.78,0.44,3,97,4,0,0,"IT","medium",0
0.91,0.77,3,195,7,0,0,"sales","medium",0
0.59,1,4,275,3,0,0,"RandD","medium",0
0.53,0.61,3,148,10,0,0,"management","high",0
0.71,0.41,5,107,4,0,0,"technical","medium",0
0.72,0.75,4,211,4,0,0,"sales","medium",0
0.65,0.75,3,214,3,0,0,"sales","medium",0
0.99,0.61,3,154,3,0,0,"sales","medium",0
0.16,0.52,3,100,4,0,0,"support","medium",0
0.54,0.84,4,174,2,0,0,"sales","medium",0
0.84,0.74,2,168,3,0,0,"support","low",0
0.83,0.8,4,274,3,0,0,"RandD","high",0
0.56,0.75,4,141,3,0,0,"sales","low",0
0.75,0.6,4,186,10,1,0,"marketing","low",0
0.92,0.91,3,228,2,0,1,"marketing","medium",0
0.82,0.63,4,199,2,0,0,"marketing","low",0
0.7,0.59,3,138,3,0,0,"RandD","low",0
1,0.56,5,247,3,0,0,"technical","low",0
0.62,0.72,3,149,3,1,0,"marketing","medium",0
0.22,0.58,2,255,5,0,0,"sales","medium",0
0.5,0.81,3,148,2,0,0,"sales","low",0
0.29,0.68,4,210,3,0,0,"support","low",0
0.59,0.75,4,190,2,0,0,"sales","medium",0
0.59,0.72,4,168,4,0,0,"management","medium",0
0.52,0.82,3,138,2,1,0,"support","medium",0
0.64,0.86,4,248,6,0,0,"marketing","medium",0
0.64,0.9,2,101,6,0,0,"IT","low",0
0.9,0.95,3,133,4,0,0,"technical","medium",0
0.52,0.66,5,184,3,0,0,"IT","low",0
0.52,0.61,4,187,4,1,0,"sales","medium",0
0.92,0.81,4,206,2,0,0,"hr","medium",0
0.45,0.54,2,184,2,0,0,"IT","low",0
0.69,0.9,3,185,4,0,0,"product_mng","low",0
0.56,0.95,3,241,3,0,0,"support","medium",0
0.15,0.81,5,280,3,1,0,"RandD","high",0
0.56,0.69,5,198,3,0,0,"hr","low",0
0.89,0.92,3,195,2,0,0,"marketing","medium",0
0.98,0.69,3,152,2,0,0,"sales","medium",0
0.28,0.83,4,162,3,0,0,"sales","low",0
0.86,0.48,4,153,3,0,0,"sales","low",0
0.78,0.95,3,249,4,0,0,"RandD","low",0
0.94,0.51,4,229,2,1,0,"sales","low",0
0.81,0.66,3,181,2,1,0,"sales","medium",0
0.57,0.46,2,100,6,1,1,"marketing","medium",0
1,0.77,5,269,3,0,0,"sales","low",0
0.16,0.98,3,232,5,0,0,"sales","medium",0
0.96,1,3,231,6,0,0,"sales","medium",0
0.95,0.61,3,267,2,0,0,"RandD","low",0
0.58,0.57,5,105,6,0,0,"product_mng","medium",0
0.9,0.67,4,233,3,0,1,"sales","medium",0
0.57,0.67,5,235,2,0,0,"product_mng","low",0
0.91,0.67,5,137,3,0,0,"management","medium",0
0.83,0.89,5,141,3,1,0,"product_mng","low",0
0.66,0.49,4,157,3,0,0,"sales","low",0
0.66,0.78,4,256,3,0,0,"accounting","low",0
0.21,0.49,3,253,3,0,0,"hr","low",0
0.52,0.67,3,244,3,0,0,"sales","low",0
0.32,0.37,3,167,3,0,0,"accounting","medium",0
0.14,0.83,5,153,5,1,0,"sales","medium",0
0.22,0.63,5,284,6,0,0,"RandD","low",0
0.5,0.96,4,147,3,0,0,"sales","low",0
0.78,0.63,5,259,3,0,0,"sales","low",0
0.73,0.85,5,224,4,0,0,"IT","low",0
0.88,0.76,4,159,4,1,0,"sales","low",0
0.71,0.54,4,215,3,0,0,"technical","medium",0
0.75,0.53,3,166,3,0,0,"sales","high",0
0.56,0.71,5,243,3,0,0,"technical","medium",0
0.95,0.67,4,227,3,0,0,"sales","low",0
0.95,0.78,4,225,2,0,0,"support","medium",0
0.55,0.63,5,184,4,0,0,"marketing","medium",0
0.94,0.82,4,187,3,0,0,"sales","low",0
0.92,0.84,3,164,2,0,0,"accounting","medium",0
0.34,0.91,4,284,4,0,0,"IT","low",0
0.69,0.96,3,210,3,0,0,"support","low",0
0.59,0.93,5,172,2,0,0,"technical","medium",0
0.78,0.95,5,273,2,0,0,"technical","low",0
0.38,0.59,4,276,2,0,0,"product_mng","low",0
0.49,0.74,2,154,3,0,0,"support","medium",0
0.88,0.51,5,195,4,0,0,"IT","low",0
0.87,0.9,4,214,3,0,0,"technical","medium",0
0.89,0.94,5,223,3,0,0,"sales","medium",0
0.71,0.99,4,238,4,1,0,"sales","high",0
0.52,0.61,4,163,2,0,0,"technical","low",0
0.28,0.51,3,124,3,0,0,"technical","low",0
0.21,0.9,4,271,6,0,0,"support","high",0
0.41,0.47,4,104,3,0,0,"sales","low",0
0.98,0.98,4,170,10,0,0,"IT","medium",0
0.62,0.68,3,226,3,0,0,"technical","medium",0
0.92,0.93,4,225,2,0,1,"RandD","medium",0
0.81,0.53,4,242,3,0,0,"support","medium",0
0.62,0.91,4,231,3,0,0,"technical","low",0
0.66,0.77,4,188,2,0,0,"technical","low",0
0.5,0.48,4,269,3,0,0,"IT","medium",0
0.87,0.67,3,139,2,0,0,"sales","medium",0
0.68,0.89,5,218,5,0,0,"sales","low",0
0.86,0.64,3,245,4,0,0,"support","high",0
0.61,0.51,6,163,6,0,0,"technical","low",0
0.97,0.87,3,207,4,0,0,"RandD","low",0
0.47,0.46,2,152,2,0,0,"IT","medium",0
0.98,0.87,4,152,2,0,0,"sales","high",0
0.76,0.64,4,234,2,0,0,"sales","high",0
1,0.59,3,168,3,0,1,"support","low",0
0.24,0.58,3,184,5,1,0,"technical","medium",0
0.52,0.74,4,174,3,0,0,"technical","medium",0
0.55,0.54,3,233,2,0,0,"support","low",0
0.51,0.79,3,137,3,0,0,"sales","medium",0
0.48,0.86,5,198,4,0,0,"technical","low",0
0.17,0.86,3,286,6,0,0,"marketing","high",0
0.9,0.53,3,270,3,0,0,"sales","medium",0
0.92,0.61,4,252,2,0,0,"support","medium",0
0.97,0.93,2,160,6,0,0,"technical","medium",0
0.55,0.45,3,179,2,1,0,"sales","low",0
0.8,0.96,3,161,3,0,0,"technical","low",0
0.67,0.44,4,194,2,1,0,"sales","low",0
0.35,0.52,3,167,2,0,0,"hr","low",0
0.5,0.88,4,275,5,0,0,"accounting","low",0
0.52,0.47,3,108,5,0,0,"management","medium",0
0.66,0.65,3,234,2,0,0,"marketing","medium",0
0.63,0.86,4,271,3,1,0,"support","medium",0
0.75,0.96,4,150,2,0,0,"product_mng","low",0
0.8,0.8,4,146,3,1,0,"IT","low",0
0.72,0.8,3,219,3,0,0,"marketing","medium",0
0.26,0.37,2,232,3,1,0,"hr","low",0
0.31,0.51,2,146,3,0,0,"RandD","low",0
0.75,0.71,4,205,3,0,0,"sales","medium",0
0.61,0.97,4,198,2,0,0,"IT","high",0
0.89,0.55,4,196,2,0,0,"accounting","medium",0
0.54,0.48,3,158,2,0,0,"support","medium",0
0.99,0.87,5,211,2,0,0,"support","medium",0
0.99,1,4,223,2,1,0,"product_mng","low",0
0.76,0.5,3,196,3,1,0,"sales","medium",0
0.5,0.59,4,214,3,1,0,"technical","low",0
0.5,0.95,2,208,2,0,0,"hr","low",0
1,0.88,6,201,4,0,0,"technical","low",0
0.74,0.5,4,216,3,0,0,"sales","medium",0
0.87,0.75,3,258,3,0,0,"technical","medium",0
0.75,0.52,3,260,3,1,0,"sales","low",0
0.6,0.91,4,185,3,1,0,"product_mng","low",0
0.85,0.88,3,198,4,1,0,"technical","medium",0
0.88,0.89,4,135,3,0,0,"IT","medium",0
0.5,0.82,3,133,2,1,0,"product_mng","low",0
0.81,0.75,5,170,3,1,0,"product_mng","medium",0
0.51,0.8,4,231,3,0,0,"sales","medium",0
0.59,0.48,3,197,3,0,0,"product_mng","medium",0
0.63,0.57,4,177,3,1,0,"sales","low",0
0.58,0.88,3,157,4,0,1,"technical","low",0
0.59,1,4,169,2,0,0,"technical","low",0
0.8,0.98,3,161,3,0,0,"hr","medium",0
0.77,0.99,4,260,3,0,0,"sales","medium",0
0.84,0.53,5,190,3,0,0,"technical","medium",0
0.92,0.88,3,145,4,1,0,"sales","high",0
0.39,0.53,2,127,3,0,0,"sales","medium",1
0.09,0.96,7,274,5,0,0,"marketing","low",1
0.82,0.85,4,223,5,0,0,"technical","medium",1
0.44,0.45,2,132,3,0,0,"sales","low",1
0.73,1,4,268,5,0,0,"sales","medium",1
0.74,0.99,2,277,3,0,0,"IT","medium",1
0.84,0.99,4,262,6,0,0,"accounting","medium",1
0.11,0.9,6,253,4,0,0,"sales","medium",1
0.43,0.53,2,152,3,0,0,"sales","medium",1
0.85,0.97,4,266,6,0,0,"product_mng","low",1
0.51,0.79,4,134,3,0,0,"technical","low",1
0.38,0.51,2,146,3,0,0,"IT","medium",1
0.09,0.96,6,268,4,0,0,"technical","medium",1
0.45,0.54,2,129,3,0,0,"technical","medium",1
0.87,0.94,5,219,5,0,0,"marketing","low",1
0.72,1,5,264,5,0,0,"technical","medium",1
0.1,0.85,6,273,4,0,0,"sales","medium",1
0.91,0.97,5,233,5,0,0,"hr","medium",1
0.11,0.92,6,260,4,0,0,"support","low",1
0.27,0.56,3,301,3,0,0,"support","low",1
0.09,0.85,6,297,4,0,0,"hr","medium",1
0.78,0.86,5,260,6,0,0,"marketing","low",1
0.83,0.96,5,275,5,0,0,"support","low",1
0.36,0.55,2,141,3,0,0,"hr","medium",1
0.46,0.55,2,129,3,0,0,"sales","low",1
0.79,0.58,3,294,4,0,0,"hr","low",1
0.75,1,4,216,6,0,0,"technical","low",1
0.85,0.98,5,248,5,0,0,"product_mng","medium",1
0.43,0.54,2,153,3,0,0,"product_mng","medium",1
0.1,0.83,7,276,4,0,0,"accounting","low",1
0.42,0.46,2,135,3,0,0,"technical","low",1
0.42,0.49,2,139,3,0,0,"hr","low",1
0.43,0.51,2,141,3,0,0,"sales","low",1
0.37,0.49,2,148,3,0,0,"sales","low",1
0.78,0.87,4,228,5,0,0,"support","low",1
0.44,0.56,2,131,3,0,0,"hr","medium",1
0.36,0.5,2,132,3,0,0,"technical","low",1
0.1,0.92,6,285,4,0,0,"technical","low",1
0.81,0.97,5,243,5,0,0,"support","medium",1
0.4,0.57,2,128,3,0,0,"support","medium",1
0.36,0.48,2,159,3,0,0,"product_mng","low",1
0.36,0.54,2,153,3,0,0,"accounting","medium",1
0.83,0.96,5,275,5,0,0,"support","low",1
0.45,0.57,2,134,3,0,0,"hr","low",1
0.81,0.99,4,259,5,0,0,"sales","low",1
0.44,0.54,2,150,3,0,0,"support","low",1
0.39,0.57,2,158,3,0,0,"technical","high",1
0.09,0.77,6,310,4,0,0,"hr","low",1
0.81,0.97,5,243,5,0,0,"support","medium",1
0.4,0.53,2,152,3,0,0,"product_mng","medium",1
0.1,0.93,6,253,4,0,0,"IT","medium",1
0.1,0.83,6,258,4,0,0,"management","low",1
0.11,0.96,6,301,5,0,0,"technical","low",1
0.77,0.91,5,221,6,0,0,"support","medium",1
0.45,0.55,2,129,3,0,0,"support","medium",1
0.81,0.87,4,254,5,0,0,"marketing","low",1
0.09,0.9,7,289,4,0,0,"product_mng","low",1
0.84,0.87,4,246,6,0,0,"hr","low",1
0.4,0.54,2,148,3,0,0,"support","low",1
0.4,0.48,2,139,3,0,0,"technical","low",1
0.11,0.9,6,263,4,0,0,"IT","low",1
0.58,0.62,4,238,3,0,0,"hr","low",1
0.09,0.8,7,283,5,0,0,"technical","low",1
0.42,0.56,2,149,3,0,0,"sales","low",1
0.41,0.56,2,150,3,0,0,"product_mng","low",1
0.9,1,5,232,5,0,0,"technical","medium",1
0.75,1,5,223,6,0,0,"accounting","medium",1
0.82,0.85,4,223,5,0,0,"technical","medium",1
0.11,0.85,6,295,4,0,0,"technical","low",1
0.44,0.65,3,271,4,0,0,"sales","low",1
0.1,0.79,6,256,5,0,0,"support","low",1
0.11,0.87,6,264,4,0,0,"support","medium",1
0.73,0.89,5,236,6,0,0,"product_mng","low",1
0.47,0.5,4,254,4,0,0,"sales","low",1
0.11,0.83,6,262,4,0,0,"hr","low",1
0.81,0.95,5,238,6,0,0,"technical","low",1
0.66,0.67,2,255,3,0,0,"technical","low",1
0.11,0.85,7,275,4,0,0,"support","medium",1
0.39,0.56,2,133,3,0,0,"technical","low",1
0.79,0.93,4,226,5,0,0,"sales","low",1
0.11,0.81,6,266,4,1,0,"sales","medium",1
0.44,0.57,2,148,3,0,0,"technical","low",1
0.45,0.5,2,157,3,0,0,"marketing","medium",1
0.46,0.48,2,129,3,0,0,"sales","low",1
0.75,0.99,5,254,5,0,0,"sales","low",1
0.09,0.87,3,214,2,0,0,"support","medium",1
0.44,0.53,2,159,3,0,0,"sales","low",1
0.43,0.46,2,149,3,0,0,"technical","medium",1
0.11,0.8,7,243,4,0,0,"sales","medium",1
0.43,0.56,2,157,3,0,0,"sales","low",1
0.45,0.46,2,153,3,1,0,"technical","medium",1
0.37,0.46,2,153,3,0,0,"sales","low",1
0.11,0.89,6,260,5,0,0,"sales","low",1
0.1,0.97,6,282,4,0,0,"hr","medium",1
0.87,0.9,5,252,5,0,0,"IT","low",1
0.38,0.49,2,151,3,0,0,"technical","low",1
0.1,0.97,7,306,4,0,0,"marketing","low",1
0.42,0.54,2,159,3,0,0,"sales","medium",1
0.84,0.85,5,260,5,0,0,"support","low",1
0.4,0.5,2,136,3,0,0,"marketing","low",1
0.11,0.91,7,287,4,0,0,"sales","low",1
0.43,0.57,2,135,3,0,0,"support","low",1
0.19,0.59,7,192,3,0,0,"sales","low",1
0.1,0.87,7,289,4,0,0,"sales","low",1
0.43,0.51,2,143,3,0,0,"technical","medium",1
0.73,0.97,5,217,6,0,0,"support","medium",1
0.43,0.53,2,146,3,0,0,"marketing","low",1
0.39,0.53,2,127,3,0,0,"sales","medium",1
0.38,0.46,2,145,3,0,0,"hr","medium",1
0.79,0.86,5,235,5,0,0,"support","medium",1
0.79,0.91,5,271,5,0,0,"sales","low",1
0.38,0.52,2,156,3,0,0,"technical","low",1
0.39,0.51,2,151,3,0,0,"hr","medium",1
0.43,0.49,2,160,3,0,0,"technical","medium",1
0.4,0.49,2,155,3,0,0,"hr","medium",1
0.82,0.87,4,239,5,0,0,"sales","low",1
0.41,0.5,2,153,3,0,0,"sales","low",1
0.43,0.47,2,147,3,0,0,"support","low",1
0.39,0.49,2,142,3,0,0,"sales","low",1
0.38,0.56,2,154,3,0,0,"sales","low",1
0.41,0.49,2,130,3,0,0,"marketing","low",1
0.8,0.87,5,240,6,0,0,"technical","low",1
0.4,0.51,2,145,3,0,0,"hr","low",1
0.81,0.97,5,243,5,0,0,"support","medium",1
0.11,0.89,6,306,4,0,0,"technical","low",1
0.1,0.83,6,258,4,0,0,"management","low",1
0.39,0.54,2,127,3,0,0,"IT","low",1
0.38,0.52,2,154,3,0,0,"sales","medium",1
0.14,0.62,4,158,4,1,0,"technical","low",1
0.11,0.97,6,277,4,0,0,"product_mng","medium",1
0.37,0.5,2,135,3,0,0,"product_mng","low",1
0.37,0.47,2,148,3,0,0,"hr","low",1
0.86,0.95,4,270,5,0,0,"support","low",1
0.1,0.79,7,310,4,0,0,"hr","medium",1
0.37,0.49,2,148,3,0,0,"sales","low",1
0.36,0.48,2,158,3,0,0,"IT","low",1
0.88,1,5,219,5,0,0,"technical","low",1
0.81,0.91,4,229,5,0,0,"support","low",1
0.74,0.97,4,228,5,0,0,"hr","low",1
0.74,0.99,2,277,3,0,0,"IT","medium",1
0.8,0.75,3,268,2,0,0,"sales","medium",1
0.4,0.54,2,148,3,0,0,"support","low",1
0.37,0.45,2,151,3,0,0,"support","low",1
0.1,0.93,6,289,4,1,0,"support","low",1
0.77,0.94,5,226,6,0,0,"support","low",1
0.91,0.95,5,241,5,0,0,"sales","medium",1
0.87,1,4,228,5,0,0,"support","medium",1
0.44,0.47,2,130,3,0,0,"technical","low",1
0.37,0.48,2,160,3,0,0,"IT","low",1
0.44,0.51,2,138,3,0,0,"support","low",1
0.39,0.54,2,131,3,0,0,"marketing","low",1
0.44,0.52,2,149,3,0,0,"marketing","low",1
0.86,0.84,5,254,5,0,0,"product_mng","medium",1
0.4,0.54,2,141,3,0,0,"technical","medium",1
0.45,0.51,2,147,3,0,0,"sales","low",1
0.61,0.47,2,253,3,0,0,"sales","low",1
0.1,0.68,3,179,3,0,0,"IT","medium",1
0.44,0.47,2,130,3,0,0,"technical","low",1
0.36,0.5,2,131,3,0,0,"IT","medium",1
0.72,0.6,3,153,5,0,0,"technical","low",1
0.87,0.83,4,265,6,0,0,"sales","low",1
0.42,0.48,2,140,3,0,0,"sales","low",1
0.81,0.92,5,239,5,0,0,"RandD","medium",1
